TFOPWG Disposition,TESS Mag,Epoch (BJD),Period (days),Duration (hours),Depth (ppm),Planet Radius (R_Earth),Planet Insolation (Earth Flux),Planet Equil Temp (K),Stellar Distance (pc),Stellar Eff Temp (K),Stellar log(g) (cm/s^2),Stellar Radius (R_Sun),Predictions
PC,9.80972,2459656.057163,4.62742058605696,4.65825734044037,152.414292428404,1.43332,557.816351060026,1239.48866537389,237.152,5780.0,4.438,1.34,0
PC,9.48477,2459800.03515,22.0922114,5.185,330.0,2.30169,51.9857,748.0,141.133,5885.0,4.27782,1.24,1
PC,9.9377,2459917.360815,23.5406772,4.094,1040.0,2.17048,16.369,560.0,85.8034,5236.0,4.63898,0.75,1
PC,10.6074,2459767.018169,9.8130697,3.91,630.0,2.67352,175.261,1013.0,215.246,6240.0,4.46607,1.06,1
PC,10.6074,2459740.829189,4.7842093,2.947,390.0,2.14401,428.772,1267.0,215.246,6240.0,4.46607,1.06,0
PC,10.7502,2458689.364498,6.3170656618624,2.44669540600278,688.33759770555,2.47205156686813,108.322065069423,822.808903118927,133.863,5180.0,4.54308,0.830309987068176,1
PC,10.7502,2458685.433408,4.50573867941481,1.88567497968259,428.745645466759,1.71331213224153,169.974113750613,920.906304024186,133.863,5180.0,4.54308,0.830309987068176,0
PC,13.1717,2459857.185608,8.09708185596449,3.12785200022151,4723.07243764194,2.63540427655515,5.36322753762497,388.129189354761,73.3345,3391.0,4.84373,0.381585985422134,1
PC,10.745,2458683.580594,2.36918487736744,1.68403743137054,699.311340204027,1.61420100665226,427.983130720338,1160.04920929578,56.3228,5780.0,4.64751,0.604385018348694,0
PC,10.0306,2459662.335574,2.04392678076552,1.00893699022404,465.192987490552,1.09248075777287,44.9492523573585,660.389816588802,22.4467,3407.0,4.7606,0.473603010177612,1
PC,8.9989,2459620.434272,16.5379353,2.755,530.0,2.47266,29.7295,650.0,91.9362,5781.0,4.43068,1.03,1
PC,10.1426,2459962.007569,6.58868,1.671,899.0,2.13501,26.7681,633.0,78.7415,4920.0,4.64,0.71,1
PC,10.1426,2459962.284551,4.3135116,1.884,285.0,1.18824,146.602,969.0,78.7415,4920.0,4.64,0.71,1
PC,11.1612,2459770.637199,2.679411,2.836,14060.0,13.999,888.614,1521.0,289.372,6075.0,4.38,1.14,1
PC,10.1583,2458765.545981,9.15593402361673,3.14120217238704,908.241256215217,2.49490922786496,66.1504005707602,727.365786682157,101.358,5219.0,4.55718,0.82204,1
PC,10.8597,2459643.724417,11.3126774,2.62,780.0,2.4924,31.5192,660.0,151.654,5290.0,4.53286,0.85,1
PC,11.0278,2459823.877249,1.8718991,1.475,920.0,2.40733,167.099,1001.0,86.5783,4201.0,4.5079,0.75,1
PC,10.5977,2458766.989118,5.97113566694453,1.54786707055186,1437.108602693,1.87211450466785,18.0882455179684,525.979551738445,37.4418,3834.0,4.74552,0.490736991167068,1
PC,11.4752,2459883.443614,2.52728224243905,1.26586097030192,1847.4872235657,2.2007181499311,45.3608213669348,661.896336049759,51.9503,3624.0,4.74607,0.490119993686676,1
PC,10.5508,2459885.568784,6.36341055157919,2.69230204489141,2368.69520266162,4.478469845752,110.020069858168,826.014609539811,121.84,5103.0,4.50257,0.859483003616333,1
PC,8.297,2459873.225009,5.254492,2.958,420.0,2.16083,317.956,1176.0,67.6203,5958.0,4.48217,0.99,1
PC,8.77994,2458767.618296,8.49535132634527,0.906055458598115,718.486944789073,5.29616992031407,2555.30624680163,1813.34520704192,294.237,10012.0,4.29876,1.88016,0
PC,10.0687,2459872.298444,5.7121916,4.643,7530.0,15.3652,913.6,1531.0,318.277,6720.0,4.09,1.79,1
PC,10.3996,2459873.774209,4.4902667,2.758,2513.0,5.56985,322.83,1180.0,204.881,5899.0,4.29,1.23,1
PC,9.68805,2459878.512429,6.1461734,5.386,1034.0,6.96236,8177.52,2649.0,196.55,6153.0,4.15,1.5,0
PC,9.78876,2458768.08764,4.18129,4.677,5060.0,16.9878,1481.18,1728.0,317.752,6146.0,3.78,2.31,0
PC,9.6968,2459871.876895,5.0625891,3.69,2884.0,15.2343,1582.94,1757.0,482.203,7664.0,3.81,2.76,0
PC,10.1786,2459893.867372,8.9054092,2.577,6600.0,12.0619,145.71,967.0,259.563,6659.0,4.29,1.41,1
PC,10.1128,2459877.675475,3.6458044,1.805,1010.0,2.93655,119.869,921.0,100.051,5053.0,4.48,0.88,1
PC,10.1128,2459853.888385,8.06297012470867,1.0940991261662,2318.64673560485,7.10887829391597,81.6603608011493,766.694897894015,100.051,5053.0,4.48,0.879455983638763,1
PC,10.473,2459874.874599,6.4902646,2.545,1080.0,3.24146,159.69,990.0,165.589,5999.0,4.52,0.96,1
PC,9.8931,2458768.84707,6.54692,4.589,2400.0,5.62882,483.652,1306.0,160.251,6034.0,4.39,1.12,0
PC,9.87731,2458764.83324,1.13345,1.894,490.0,3.03424,3611.25,2159.0,210.101,6223.0,4.23,1.4,0
PC,8.7282,2458769.32363,12.6017,4.835,800.0,3.34292,135.068,949.0,96.5232,5861.6,4.3,1.21,1
PC,9.967,2458765.11138,1.67546,1.202,1250.0,6.44889,855.787,1506.0,313.229,6745.5,4.09,1.78,0
PC,10.3978,2458764.93926,3.46479,1.009,1150.0,9.20223,387.778,1236.0,685.251,8455.3,3.95,2.54,0
PC,10.1942,2459882.378835,0.258000647136198,0.535135600336654,812.731032463306,6.2776081114933,238125.935921208,5634.05944030519,560.222,9035.0,4.16,2.08686995506287,0
PC,10.0888,2459928.934925,1.97656,3.102,1120.0,13.6974,24091.5,3470.0,710.919,7962.9,3.6,3.62,0
PC,8.6344,2459908.034555,1.1020719,0.864,580.0,4.33066,958.145,1549.0,143.239,6011.0,4.04,1.73,0
PC,9.62924,2459896.132645,8.7094632,3.027,4510.0,20.9625,327.472,1185.0,159.748,5597.0,4.03,1.59,0
PC,10.3727,2459934.586215,2.5288078,1.383,364.0,2.44479,648.06,1405.0,191.957,5740.2,4.3,1.19,1
PC,10.4505,2459879.726398,1.3432989,0.684,1004.0,5.14071,898.75,1525.0,304.408,6713.0,4.27,1.45,0
PC,9.53523,2458766.51294,1.59818,2.011,320.0,2.61407,2311.12,1931.0,207.505,6594.0,4.23,1.49,0
PC,9.97595,2459659.579362,6.453624,3.582,200.0,1.35756,680.81,1423.0,161.088,7257.0,4.64,1.02,0
PC,8.9943,2459931.224512,12.0557544,1.958,816.0,2.41188,17.7993,572.0,66.0929,5504.0,4.58,0.83,1
PC,12.1312,2459882.818773,0.915058668095975,0.727239811363386,5034.91911713069,5.91256315745673,357.950312854591,1109.36749361513,126.283,3810.0,4.56875,0.70123702287674,1
PC,9.616,2459906.863602,1.8646725,1.028,570.0,12.8352,3903.88,2202.0,769.138,9898.0,3.77846,3.4,0
PC,8.6628,2459815.953155,20.0795217156577,1.21865544417303,1065.53557065685,2.71704621332241,15.8594326797458,508.96938689754,40.6988,4763.0,4.54306,0.77758401632309,1
PC,9.5831,2459925.343324,7.3315597,1.23,858.0,2.6278,15.1551,549.0,69.835,4871.6,4.48,0.84,1
PC,8.68013,2459606.320754,0.6664948,1.38,260.0,3.217,2681.48,2004.0,130.942,5329.0,3.8,1.99,0
PC,10.3309,2459934.44938,3.2786557,2.73,1024.0,3.63296,447.627,1281.0,165.314,5411.0,4.29,1.15,1
PC,10.2674,2459910.5579,0.680343277777045,2.06741640327177,565.575422308829,8.18880408860068,71174.0244493323,4165.81644782454,506.864,7325.5,3.71,2.9787700176239,0
PC,9.56906,2459757.356321,5.87755477968584,2.90276407796453,412.288133672293,2.18229042684032,267.170624864969,1031.13831846822,122.494,5977.0,4.47,1.00567996501923,1
PC,9.56906,2459737.420816,3.3986195,2.185,160.0,1.2102,410.737,1254.0,122.494,5977.0,4.47,1.01,1
PC,9.17708,2459920.042566,11.8351133,2.639,307.0,3.1253,555.627,1352.0,143.031,6225.0,5.06078,1.34,1
PC,9.52906,2459958.651386,2.680061,1.81,479.0,2.34221,335.45,1192.0,111.276,5550.0,4.37,1.07,1
PC,9.4682,2458822.889343,123.060138167873,10.0531335365146,470.455193850199,2.90326939154841,9.14293757701856,443.49751243573,168.067,6453.0,5.20004,1.31225001811981,0
PC,9.9944,2459935.218205,3.133084,1.237,1192.0,10.3743,2269.81,1922.0,399.401,7478.0,4.05,2.06,0
PC,10.1089,2459910.373493,0.643580709863076,0.665932152850396,876.680779366343,4.84528125985797,10949.2435223896,2608.95013402501,197.14,5919.7,4.12,1.4930499792099,0
PC,13.3081,2459657.394071,4.80265608124775,1.16586476629033,4358.11576778206,1.42024592024071,4.45109692472094,370.455897029126,37.2209,3231.0,5.04064,0.213458999991417,1
PC,10.4445,2459934.602468,1.5379289,0.724,1112.0,8.379,1075.86,1595.0,153.896,5672.5,4.51,0.93,1
PC,9.794,2459522.699899,3.0575356,1.318,920.0,2.6382,163.056,995.0,51.1884,4402.0,4.59,0.7,1
PC,9.86671,2458818.597826,6.70532598406713,3.73029366935807,623.664476190979,3.72946479398921,505.306559501385,1209.22880391677,209.153,6141.0,4.17616,1.45858001708984,0
PC,9.83739,2458816.843505,10.2596321705401,1.82348908005539,1080.92131650721,3.91307346294403,106.74688950697,819.801213453364,124.854,5734.0,4.4674,0.978325009346008,1
PC,9.52636,2459922.72627,16.7369141,4.613,1113.0,2.92728,58.9993,772.0,111.445,5759.0,4.44767,1.0,1
PC,10.741,2459725.018258,17.7286607938036,6.44278678935885,1086.46181394313,4.95723068272433,161.743390348523,909.549595651405,341.119,6554.0,4.24316,1.45796000957489,1
PC,10.741,2459717.485849,32.2079697882339,7.51995801343607,2409.29431573856,7.31780891964536,72.9642265068394,793.0,341.119,6554.0,4.24316,1.45796000957489,1
PC,11.1744,2459755.174741,10.716524,3.075,1280.0,2.34185,19.7169,587.0,83.7441,4067.0,4.50609,0.65,1
PC,10.8756,2459606.910667,4.54700553104027,2.38292297329643,813.737072479186,3.0070741368658,341.451434314582,1096.35697749705,205.283,5654.4,4.41,1.03909003734589,1
PC,10.9263,2458843.37293,1.33418,1.115,2470.0,4.94538,470.116,1297.0,123.643,4685.1,4.42,0.88,1
PC,10.6414,2459605.526737,1.20161049762591,0.649836642235431,2414.87911883065,5.32104971183661,2266.07724532364,1759.69916126146,198.501,5747.6,4.39,1.07532000541687,0
PC,10.486,2459958.872507,4.515617,2.598,451.0,2.04103,267.175,1126.0,161.185,5617.0,4.47,0.97,1
PC,10.486,2459949.096524,7.4058749,2.531,333.0,1.58771,103.378,888.0,161.185,5617.0,4.47,0.97,1
PC,10.2061,2459597.198308,7.6288424,3.311,10850.0,18.0261,338.345,1194.0,268.655,6157.0,4.1,1.6,1
PC,10.618,2458842.70969,0.557256453479509,0.567130431804011,1198.72124170657,3.27617819259255,3415.37277606716,1949.75156519786,138.371,5097.6,4.42,0.945999979972839,0
PC,9.01249,2459738.517459,2.82693563713078,1.16923664859652,950.954438150217,4.81122091375147,2458.62770726063,1795.944627784,182.907,7072.0,4.28,1.50581002235413,0
PC,8.82897,2459959.217063,8.0823313,3.26,555.0,2.77252,160.826,992.0,104.158,5878.6,4.28,1.24,1
PC,9.52339,2459962.005599,4.0524036,2.091,8173.0,12.6674,354.083,1208.0,188.086,6578.0,4.31,1.36,1
PC,8.2558,2459596.690884,5.5870529622351,3.03020816047055,1824.3890055446,4.25473711608015,182.575539434112,937.519690083762,52.3044,5378.0,4.46,0.939284980297089,1
PC,7.7649,2459604.65008,2.7552506,1.447,360.0,13.096,3294.06,2110.0,227.754,6096.4,3.26,4.17,0
PC,9.52682,2459958.322763,9.605241,3.628,1437.0,3.86469,136.86,952.0,136.419,6137.0,4.43,1.09,1
PC,9.09942,2459593.937883,13.7265216,3.608,760.0,2.99997,55.838,761.0,100.727,5777.0,4.38035,1.09,1
PC,9.75149,2458842.784934,1.83087816125574,1.57649055046841,464.571365702851,2.19883210680607,990.691333324846,1430.88371347701,115.362,5566.0,4.44006,0.98869001865387,0
PC,10.3595,2459952.635271,6.2262315,2.239,1488.0,2.75524,114.271,910.0,35.6917,3691.0,4.70931,0.53,1
PC,10.3595,2459961.132517,2.1555232,1.445,742.0,1.47809,132.347,944.0,35.6917,3691.0,4.70931,0.53,1
PC,10.3595,2459598.372283,12.5739572,2.722,2170.0,2.4359,6.20302,439.0,35.6917,3691.0,4.70931,0.53,1
PC,11.3266,2459601.239901,4.11922311925856,2.18416745681967,1236.5042452328,2.22366292235637,44.2458262058573,657.790848155263,74.7599,3876.0,4.62394,0.63257098197937,1
PC,10.2713,2458688.866362,28.8745077780318,4.48497652469351,584.508913288429,2.71228823725826,28.0202950725568,586.797055150249,156.571,5773.0,4.46229,0.988897979259491,1
PC,8.3412,2459897.427225,10.3857972,3.142,310.0,2.28473,120.411,922.0,99.4495,6439.0,4.35142,1.26,1
PC,8.3302,2459924.49044,7.0731059,3.851,435.0,2.6869,216.17,1068.0,88.9482,5656.0,4.1408,1.41,1
PC,8.57502,2459930.641921,14.4479443,6.16,200.0,2.79779,268.305,1127.0,177.63,6669.0,4.01,1.95,1
PC,12.4851,2458792.656633,3.69858165052609,1.54742050728208,3061.82384449818,4.3816478104217,59.7654849195553,709.140617925166,142.042,3948.0,4.59404,0.669200003147125,1
PC,9.812,2459631.820523,8.30329783725283,1.89117270427455,560.369879916064,1.84726929393533,53.6867533141896,690.377350418545,70.9819,4814.0,4.54519,0.780707001686096,1
PC,10.4274,2458741.058614,19.4284190322106,3.57271543464574,850.412788256018,2.46164623322786,27.1745152507771,582.317981533803,114.046,5366.0,4.56253,0.835173,1
PC,10.5783,2459852.091929,10.9406641,2.175,440.0,1.36492,10.665,503.0,61.9251,4324.0,4.697,0.61,1
PC,8.2865,2459937.685627,21.2691725,5.78,328.0,1.88729,74.9225,819.0,72.8871,5707.0,4.31886,1.16,1
PC,12.4251,2459660.494212,4.2660553,0.69,1700.0,3.30511,10.8837,506.0,41.2758,3281.0,4.90415,0.32,1
PC,9.01932,2459908.384661,22.341674,2.677,456.0,2.63354,37.8353,690.0,114.39,6179.0,4.3969,1.14,1
PC,12.7963,2459653.478364,5.9848710165382,2.2695614064723,2583.77882624411,3.44435025287855,13.8196716734023,519.0,84.0287,3759.0,4.80439,0.424468010663986,1
PC,11.9589,2458684.784378,2.52533226920333,0.989828985433435,1258.57185593081,1.47615028195172,26.1017752265872,576.484003637236,62.55347,3340.0,4.81708,0.410465002059937,1
PC,11.9589,2459660.640991,3.87768154096526,1.02975423446246,1077.91055073842,1.36580695837791,14.7343810627083,499.692376731036,62.55347,3340.0,4.81708,0.410465002059937,1
PC,10.4302,2459935.588141,2.7546587,0.785,357.0,3.39178,264.009,1122.0,70.1306,4435.0,4.58929,0.7,1
PC,10.5657,2459662.449114,1.83186225535088,1.42111718364683,403.121972580815,1.52990070728152,404.922745899622,1144.09685791892,101.084,4837.0,4.51662,0.768226027488708,1
PC,11.7077,2459663.822557,11.3373613975694,2.86113193631509,1194.04516172424,2.61949403915254,33.3520231552455,612.915064088704,162.46,4765.0,4.55138,0.768675029277802,1
PC,8.80616,2459932.629169,37.4685522,7.267,437.0,2.43283,75.1889,820.0,113.335,6114.0,4.293,1.27,1
PC,12.7463,2459662.731174,0.935189077550389,0.769464937792613,1150.28711558521,1.80329352986338,194.172874446824,952.065635028463,103.021,3652.0,4.71387,0.526987016201019,1
PC,12.7463,2458704.636574,32.7135406170529,5.07546697500936,1469.25987877351,2.42028371319677,1.69727048841054,291.110261607473,103.021,3652.0,4.71387,0.526987016201019,0
PC,11.2078,2459653.733754,5.38462389660919,3.26172961705255,630.690131349834,2.6170633387085,237.995959800992,1001.75644609803,226.671,5700.0,4.48088,0.959021985530853,1
PC,11.7229,2459662.802223,16.2143216884247,3.83952494493376,1553.70643385554,2.82350745588676,6.30616387333345,404.167197189424,81.5511,3849.0,4.65688,0.593294978141785,1
PC,12.0948,2458764.851874,2.78301136608212,1.74062950244565,916.264070077732,1.7104602676289,55.5823764483296,696.392407280989,86.7159,3756.0,4.68309,0.562606990337372,1
PC,11.2906,2459633.261116,2.12569588576696,1.48144982491556,556.581156706355,1.64617891786748,209.880325943337,970.761808468461,104.346,4428.0,4.57977,0.707158982753754,1
PC,11.2906,2458685.759866,5.00971134077727,0.945710652095698,560.415962062173,1.63165744757059,66.9200570489094,729.472333542331,104.346,4428.0,4.57977,0.707158982753754,1
PC,10.0907,2459924.771388,20.7050858,3.388,1832.0,3.40565,13.2586,531.0,96.6215,5169.0,4.57,0.81,1
PC,10.5951,2459714.913736,11.5922513199797,3.48689466298574,373.162557312991,2.42308864711891,174.346684061674,926.772572519031,242.537,6311.0,4.37813,1.19406998157501,1
PC,10.5949,2458810.921261,24.1412289941159,3.06976496565349,1612.77954256261,4.07706888375659,38.9416122038004,637.12292395229,174.195,6156.0,4.55262,0.948419988155365,1
PC,12.8123,2459657.048337,3.7979081,0.642,1470.0,2.28065,3.40655,378.0,88.0677,3520.0,4.76125,0.47,1
PC,11.2018,2459744.020242,47.3860753,1.81,19550.0,9.77368,0.636581,248.0,87.2876,4415.0,4.69831,0.62,1
PC,11.7176,2459690.102516,3.493958,1.961,3650.0,5.65971,156.241,984.0,229.44,5203.4,4.47,0.9,1
PC,9.91008,2459627.02424,7.3376973,4.012,680.0,2.86575,332.275,1189.0,157.597,5994.0,4.4,1.1,1
PC,9.3523,2459628.849872,8.05422072638224,3.02871611944131,706.816530691621,2.83377057383276,140.23327051347,877.67254926431,97.7562,5583.1,4.44,0.99525398015976,1
PC,9.3523,2459618.707643,0.0,5.34897486317528,2162.84493126748,4.72636440294921,102.578033381409,811.677190450293,97.7562,5583.1,4.44,0.99525398015976,1
PC,10.9184,2459635.364326,10.2405483,3.538,9950.0,8.69623,55.4426,760.0,149.234,5251.0,4.54337,0.84,1
PC,7.6586,2458871.488566,2.8009914707958,1.49853987456756,204.855332544592,1.40339154895225,560.334922376079,1240.8853925002,44.647,5723.87,4.49543,0.945408,1
PC,8.737001,2459635.116524,14.6503935,2.08,330.0,1.81908,18.7938,580.0,79.7665,5859.45,4.4776,0.98,1
PC,8.4594,2458876.025023,6.51595066707795,2.53343092705777,434.584346788962,2.82997127691931,414.067919401336,1150.5027089768,99.451,6023.0,4.23995,1.32944,1
PC,11.3069,2459635.737444,4.9877056237819,2.27691074222847,1192.33981983428,2.47030768006154,56.0452278193233,697.837669799212,95.2649,4336.0,4.62012,0.668693006038666,1
PC,11.3069,2459632.816808,1.82902939880296,1.66790977219127,704.849393302529,2.12683751057302,213.523399461228,974.947249405691,95.2649,4336.0,4.62012,0.668693006038666,1
PC,11.3069,2459625.059505,18.7559764648518,2.55507050354788,1506.81833100173,2.97375359911059,9.58414740359629,448.753780919666,95.2649,4336.0,4.62012,0.668693006038666,1
PC,9.2742,2458871.091166,1.41986588683862,1.30584973473734,465.210620481054,2.28227756255247,1263.18325308689,1520.49970208925,88.3983,5406.0,4.42475,0.984511,1
PC,9.6746,2459944.890087,11.0023133,5.305,298.0,4.25882,261.664,1120.0,384.225,6264.0,4.25903,2.87,0
PC,10.3774,2459627.995561,8.7046669,2.58,9660.0,28.8458,313.381,1172.0,327.863,6427.0,4.11,1.67,0
PC,8.676,2459629.386516,8.8164887,3.895,170.0,1.28915,149.167,973.0,69.3223,5502.5,4.43,0.99,1
PC,9.69924,2459661.993638,8.765603,3.552,530.0,2.96768,134.543,948.0,155.791,5707.0,4.21803,1.3,1
PC,10.5191,2459688.133816,8.0215043,2.979,870.0,2.25689,86.0527,848.0,113.181,5165.2,4.59,0.78,1
PC,10.5191,2459691.314372,0.437806915498539,1.30135591196485,261.3935914919,1.49970400230468,3369.47510472189,1943.16783283327,113.181,5165.2,4.59,0.784618020057678,0
PC,8.3662,2458904.815773,7.09385304707861,2.51076259145931,284.238113501594,1.62771471360743,163.466135510318,911.96190786774,62.1274,5690.0,4.48062,0.956941,1
PC,9.85623,2459648.619735,10.6439385,2.713,1240.0,1.98891,10.7276,504.0,30.6796,3815.0,4.69775,0.55,1
PC,11.1341,2458904.154502,16.7961107288908,3.49893024815855,1816.27559846148,2.50664566685147,5.92040024381876,397.839148341534,60.6931,3859.0,4.66612,0.582436,1
PC,11.1476,2459659.055645,12.8858629,2.098,3170.0,4.21693,18.3406,576.0,119.24,4868.61,4.6604,0.69,1
PC,11.1476,2459659.815411,6.2932111,2.188,1810.0,2.98555,58.2524,769.0,119.24,4868.61,4.6604,0.69,1
PC,10.1345,2459635.289375,4.924658,2.752,610.0,2.73374,218.972,1071.0,139.11,5428.81,4.3631,1.06,1
PC,10.7939,2459671.142071,24.0509437,3.25,1030.0,2.87107,10.5047,501.0,142.849,5232.43,4.52455,0.86,1
PC,12.6196,2458909.543414,15.1512050879928,2.34381656278598,4955.30429195561,2.84117990121045,2.1462128965214,308.700938363927,55.5211,3272.0,4.82521,0.401574999094009,0
PC,12.6196,2458905.228249,8.19607576215462,1.48832265858591,4699.53444717405,2.76636579248788,4.86923890915487,378.865465854749,55.5211,3272.0,4.82521,0.401574999094009,1
PC,12.6196,2458899.698659,0.501903071830712,0.947042252878761,1536.56831347408,1.84518623815888,201.732512596908,961.1999156055,55.5211,3272.0,4.82521,0.401574999094009,0
PC,11.6463,2458924.593048,0.0,7.30275666282744,9219.89784287343,7.04308117314034,25.1551128152483,571.184372762258,172.534,5059.36,4.62542,0.738692,0
PC,11.6463,2458902.48287,11.6098181580488,3.56237047285699,1391.57954554085,2.73714605795621,35.6962064291475,623.412154976365,172.534,5059.36,4.62542,0.738691985607147,0
PC,11.6463,2458909.510365,48.33202231625,5.37369038021716,4780.0505500921,5.09239593541383,2.11528717930571,307.582826737808,172.534,5059.36,4.62542,0.738691985607147,0
PC,10.4966,2459658.623168,13.398256,1.909,1460.0,5.93967,87.625,852.0,276.417,6131.3,4.18,1.45,0
PC,10.9901,2459656.365708,5.5115037,4.423,3250.0,9.63687,642.257,1402.0,401.96,6236.9,4.09,1.63,1
PC,9.7722,2459646.704994,38.8135644,5.818,9570.0,8.03465,7.40369,459.0,71.6456,4760.0,4.49,0.82,1
PC,8.9754,2459632.229972,22.8085984,3.914,870.0,2.50173,15.1422,549.0,59.4314,5182.0,4.55,0.82,1
PC,11.7204,2459752.123396,10.1824299,2.788,10610.0,10.7723,57.9125,768.0,285.509,5450.0,4.42,1.01,1
PC,11.1315,2459918.438376,9.0941239,4.389,2570.0,8.09838,180.272,1020.0,369.986,5759.8,4.07,1.56,1
PC,12.8784,2459775.884516,6.2895835,3.044,24300.0,15.9901,124.221,930.0,479.529,5565.0,4.41544,1.02,1
PC,12.9233,2459765.040315,4.1508569,2.19,8700.0,7.61178,81.7443,837.0,270.313,4652.0,4.52358,0.78,1
PC,7.6621,2458932.763635,5.64195983597199,3.08715015408809,543.838847968583,1.82458442534573,119.417118083178,843.114184840056,32.1585,5297.0,4.61016,0.782479,1
PC,7.6621,2458937.873023,0.0,3.945449758252,886.483823714136,2.53989855446159,48.4006233708921,672.717132626937,32.1585,5297.0,4.61016,0.782479,1
PC,9.29416,2459646.492036,20.3808681388573,6.65663357361778,2352.40402215434,8.1853156456483,153.517596727181,897.758013379311,191.649,6351.0,4.12,1.61987996101379,1
PC,9.29416,2459739.67016,1.77275327465351,1.53876791567003,234.303198969282,2.66148466945585,3983.43137965566,2026.20827475376,191.649,6351.0,4.12,1.61987996101379,0
PC,12.889,2459666.132177,3.66100257104256,2.60474151067902,18701.4218317459,13.3480688499296,305.21172590923,1066.0315379722,418.239,5271.0,4.44,0.943401992321014,1
PC,11.8467,2459884.349803,3.93067462792567,1.43051415609098,1637.19842694826,1.79020057546811,17.7418677825478,523.443226366455,47.2496,3512.0,4.81618,0.411451995372772,1
PC,11.6235,2459130.150082,12.7645811,2.132,3000.0,4.21676,15.1947,550.0,190.422,5076.0,4.53,0.83,1
PC,10.5038,2459661.07431,5.4809161,5.031,2770.0,8.64837,856.944,1507.0,296.945,5923.0,4.05,1.62,1
PC,13.4891,2459690.342687,2.3601883,2.455,21460.0,13.4654,505.623,1321.0,543.277,5356.0,4.49,0.9,1
PC,11.3719,2459690.743436,1.2436239,1.211,1790.0,3.89334,435.33,1272.0,165.105,4968.8,4.5,0.84,1
PC,13.0383,2459667.101712,2.52673526406798,2.26543625053991,17543.8769120108,12.6979759699181,333.041747698034,1089.5431103184,346.457,4836.0,4.45,0.871730983257294,1
PC,10.6503,2459690.637842,1.3641482,0.952,7820.0,19.5876,852.162,1505.0,176.833,5347.0,4.33,1.08,0
PC,10.9374,2459517.338757,197.0336254,7.338,11900.0,12.0713,1.65744,316.0,210.486,5616.4,4.44,1.0,1
PC,12.8777,2459691.122281,2.0912089,1.144,20760.0,18.3695,126.014,933.0,205.385,4220.9,4.49,0.77,1
PC,9.93689,2459868.841635,63.4834243,4.898,5638.0,11.1305,11.9909,518.0,224.385,6415.0,4.26,1.4,1
PC,9.9486,2458622.925373,742.52145,6.58698253149759,8540.33650846933,11.2275098465326,25.0128900204657,570.375310177036,135.758,5490.0,4.45,1.06113004684448,1
PC,12.6557,2459797.900124,2.18630947984743,3.95769150918251,2983.55258228263,10.9791817173565,4908.3013735633,2134.77719516996,1152.5,6728.0,4.03,1.92153000831604,0
PC,12.6053,2459940.409366,8.82635791612815,3.43185906483748,5877.74804001497,12.177799584394,381.121648170917,1126.90071397572,766.271,6016.0,4.1,1.56043004989624,1
PC,10.9679,2459362.742783,1.60243874712251,1.00900137662734,1372.60169046599,5.56409160950296,2819.63384927323,1858.52295043241,305.601,5435.9,4.2,1.39294004440308,0
PC,12.8079,2459694.209214,2.76339168970877,3.50616628111821,12405.1873298543,16.4097207258857,1824.58801782076,1666.90540264243,876.378,6511.0,4.25,1.43103003501892,1
PC,10.7447,2459753.685026,24.9341884,4.964,1390.0,3.93465,34.0216,672.0,182.014,5699.0,4.47,0.97,1
PC,10.7447,2458848.638767,900.193098724326,6.3963069164098,1344.48848818584,3.61852360263806,0.265101697653363,183.009180707941,182.014,5699.0,4.47,0.971674978733063,1
PC,10.7447,2459583.708287,7.00568049251826,3.31821249026891,766.894461991216,3.10392321793405,171.89357560837,923.495239305094,182.014,5699.0,4.47,0.971674978733063,1
PC,12.9417,2459857.086857,11.3091849,1.713,11960.0,15.4356,26.4473,631.0,677.874,5817.0,4.27,1.25,0
PC,12.8182,2459945.349797,6.4827646827791,2.29303592239289,4140.83294828344,11.4873820496677,941.016456163601,1412.59951933296,1119.32,6748.0,4.12,1.73025000095367,0
PC,12.9737,2459911.907728,3.2351012718965,0.964592157812367,3974.23191279391,6.97058033961781,662.302264797641,1293.84964084627,603.015,5976.0,4.43,1.06446003913879,0
PC,12.9935,2459703.289921,13.7045951306737,5.85354119963955,10116.0470111224,17.0437213763547,237.540431862851,1001.27675733875,982.768,6531.0,4.22,1.49610996246338,1
PC,13.0614,2459363.247029,1.72626309490335,1.7729838229783,10098.9724163663,8.43807569956838,46.8560782629108,667.28480222585,102.608,3631.4,4.69,0.556057989597321,1
PC,10.2761,2459987.207387,1.1203828,1.665,1901.0,5.96207,4388.96,2267.0,294.281,6564.4,4.26,1.47,0
PC,11.2394,2459362.255492,3.08984333867527,1.72530150820967,5695.33115055951,14.7960305463931,6037.52043553553,2248.19720214002,708.598,8828.7,4.39,1.63131999969482,0
PC,13.3462,2459256.846053,4.50629892438368,2.06377193998662,12360.9104189699,5.89944322794566,17.9440116945363,524.927874942839,115.369,3477.0,4.74303,0.493575990200043,1
PC,12.6183,2459755.777237,6.7822711,2.491,11200.0,9.69244,60.1185,775.0,340.55,5225.0,4.5,0.88,1
PC,11.9742,2459736.999544,6.5440665,3.777,6060.0,14.1513,318.224,1176.0,560.901,6232.0,4.03,1.76,1
PC,13.0934,2458326.378,2.51280271774828,2.54547130782565,17494.7892288969,12.5236817286533,623.361404718752,1274.39696040684,529.373,5744.0,4.51952,0.924044,1
